,Location,Location_1,distance,rank
1508,Ohio,Texas,1049.65,11.0
1509,Ohio,Utah,1513.14,13.0
1510,Ohio,Vermont,591.48,7.0
1511,Ohio,Virgin Islands,1857.15,15.0
1512,Ohio,Virginia,328.76,3.0
1513,Ohio,Washington,1929.09,16.0
1514,Ohio,West Virginia,158.91,1.0
1515,Ohio,Wisconsin,439.87,5.0
1516,Ohio,Wyoming,1243.54,12.0
1517,Oklahoma,Oregon,1440.98,12.0
1518,Oklahoma,Pennsylvania,1135.69,10.0
1519,Oklahoma,Puerto Rico,2223.88,15.0
1520,Oklahoma,Rhode Island,1452.04,13.0
1521,Oklahoma,South Carolina,920.87,7.0
1522,Oklahoma,South Dakota,598.97,2.0
1523,Oklahoma,Tennessee,622.3,3.0
1524,Oklahoma,Texas,269.91,1.0
1525,Oklahoma,Utah,845.12,6.0
1526,Oklahoma,Vermont,1423.53,11.0
1527,Oklahoma,Virgin Islands,2294.37,16.0
1528,Oklahoma,Virginia,1059.73,9.0
1529,Oklahoma,Washington,1460.92,14.0
1530,Oklahoma,West Virginia,932.75,8.0
1531,Oklahoma,Wisconsin,731.51,4.0
1532,Oklahoma,Wyoming,732.93,5.0
1533,Oregon,Pennsylvania,2247.02,9.0
1534,Oregon,Puerto Rico,3652.19,14.0
1535,Oregon,Rhode Island,2515.21,13.0
1536,Oregon,South Carolina,2273.24,10.0
1537,Oregon,South Dakota,1127.98,4.0
1538,Oregon,Tennessee,1959.46,7.0
1539,Oregon,Texas,1532.4,5.0
1540,Oregon,Utah,622.28,2.0
1541,Oregon,Vermont,2388.89,12.0
1542,Oregon,Virgin Islands,3717.47,15.0
1543,Oregon,Virginia,2299.55,11.0
1544,Oregon,Washington,174.81,1.0
1545,Oregon,West Virginia,2132.6,8.0
1546,Oregon,Wisconsin,1574.67,6.0
1547,Oregon,Wyoming,750.66,3.0
1548,Pennsylvania,Puerto Rico,1682.25,11.0
1549,Pennsylvania,Rhode Island,316.35,3.0
1550,Pennsylvania,South Carolina,508.48,5.0
1551,Pennsylvania,South Dakota,1122.11,8.0
1552,Pennsylvania,Tennessee,580.22,6.0
1553,Pennsylvania,Texas,1334.46,9.0
1554,Pennsylvania,Utah,1805.15,13.0
1555,Pennsylvania,Vermont,332.38,4.0
1556,Pennsylvania,Virgin Islands,1711.2,12.0
1557,Pennsylvania,Virginia,239.26,2.0
1558,Pennsylvania,Washington,2183.13,14.0
1559,Pennsylvania,West Virginia,224.65,1.0
1560,Pennsylvania,Wisconsin,674.51,7.0
1561,Pennsylvania,Wyoming,1523.19,10.0
1562,Puerto Rico,Rhode Island,1632.91,4.0
1563,Puerto Rico,South Carolina,1412.55,2.0
1564,Puerto Rico,South Dakota,2590.3,10.0
1565,Puerto Rico,Tennessee,1711.37,6.0
1566,Puerto Rico,Texas,2211.97,8.0
1567,Puerto Rico,Utah,3069.0,12.0
1568,Puerto Rico,Vermont,1822.22,7.0
1569,Puerto Rico,Virgin Islands,94.56,1.0
1570,Puerto Rico,Virginia,1500.04,3.0
1571,Puerto Rico,Washington,3645.93,13.0
1572,Puerto Rico,West Virginia,1660.06,5.0
1573,Puerto Rico,Wisconsin,2248.82,9.0
1574,Puerto Rico,Wyoming,2909.08,11.0
1575,Rhode Island,South Carolina,741.87,4.0
1576,Rhode Island,South Dakota,1403.02,7.0
1577,Rhode Island,Tennessee,883.56,5.0
1578,Rhode Island,Texas,1647.61,9.0
1579,Rhode Island,Utah,2103.64,11.0
1580,Rhode Island,Vermont,191.26,1.0
1581,Rhode Island,Virgin Islands,1644.11,8.0
1582,Rhode Island,Virginia,467.26,2.0
1583,Rhode Island,Washington,2438.47,12.0
1584,Rhode Island,West Virginia,530.18,3.0
1585,Rhode Island,Wisconsin,944.49,6.0
1586,Rhode Island,Wyoming,1809.48,10.0
1587,South Carolina,South Dakota,1180.59,7.0
1588,South Carolina,Tennessee,315.14,2.0
1589,South Carolina,Texas,1031.22,6.0
1590,South Carolina,Utah,1731.81,10.0
1591,South Carolina,Vermont,829.66,4.0
1592,South Carolina,Virgin Islands,1465.94,8.0
1593,South Carolina,Virginia,280.29,1.0
1594,South Carolina,Washington,2249.71,11.0
1595,South Carolina,West Virginia,333.46,3.0
1596,South Carolina,Wisconsin,850.97,5.0
1597,South Carolina,Wyoming,1522.69,9.0
1598,South Dakota,Tennessee,880.0,5.0
1599,South Dakota,Texas,848.44,4.0
1600,South Dakota,Utah,724.57,3.0
1601,South Dakota,Vermont,1297.11,9.0
1602,South Dakota,Virgin Islands,2646.07,10.0
1603,South Dakota,Virginia,1174.74,8.0
1604,South Dakota,Washington,1079.7,7.0
1605,South Dakota,West Virginia,1006.39,6.0
1606,South Dakota,Wisconsin,459.78,2.0
1607,South Dakota,Wyoming,407.88,1.0
1608,Tennessee,Texas,773.88,4.0
1609,Tennessee,Utah,1417.73,7.0
1610,Tennessee,Vermont,906.46,5.0
1611,Tennessee,Virgin Islands,1769.36,8.0
1612,Tennessee,Virginia,447.23,2.0
1613,Tennessee,Washington,1939.64,9.0
1614,Tennessee,West Virginia,356.03,1.0
1615,Tennessee,Wisconsin,613.69,3.0
1616,Tennessee,Wyoming,1209.29,6.0
1617,Texas,Utah,911.34,2.0
1618,Texas,Vermont,1641.1,7.0
1619,Texas,Virgin Islands,2289.85,8.0
1620,Texas,Virginia,1220.74,5.0
1621,Texas,Washington,1581.33,6.0
1622,Texas,West Virginia,1118.04,4.0
1623,Texas,Wisconsin,997.01,3.0
1624,Texas,Wyoming,895.59,1.0
1625,Utah,Vermont,2012.83,6.0
1626,Utah,Virgin Islands,3139.22,7.0
1627,Utah,Virginia,1807.42,5.0
1628,Utah,Washington,691.3,2.0
1629,Utah,West Virginia,1650.74,4.0
1630,Utah,Wisconsin,1175.31,3.0
1631,Utah,Wyoming,338.18,1.0
1632,Vermont,Virgin Islands,1834.65,5.0
1633,Vermont,Virginia,550.09,1.0
1634,Vermont,Washington,2302.64,6.0
1635,Vermont,West Virginia,554.59,2.0
1636,Vermont,Wisconsin,838.58,3.0
1637,Vermont,Wyoming,1704.88,4.0
1638,Virgin Islands,Virginia,1538.06,1.0
1639,Virgin Islands,Washington,3707.35,5.0
1640,Virgin Islands,West Virginia,1701.02,2.0
1641,Virgin Islands,Wisconsin,2294.05,3.0
1642,Virgin Islands,Wyoming,2972.05,4.0
1643,Virginia,Washington,2253.69,4.0
1644,Virginia,West Virginia,170.12,1.0
1645,Virginia,Wisconsin,767.8,2.0
1646,Virginia,Wyoming,1555.96,3.0
1647,Washington,West Virginia,2084.64,3.0
1648,Washington,Wisconsin,1508.66,2.0
1649,Washington,Wyoming,738.86,1.0
1650,West Virginia,Wisconsin,598.63,1.0
1651,West Virginia,Wyoming,1391.44,2.0
1652,Wisconsin,Wyoming,867.53,1.0
